Category,Index,Apps,Chinese,Owner,Stock Ticker,Major Strategic Investor,Strategic Investor Ticker,2014-07-07 00:00:00,2014-07-14 00:00:00,2014-07-21 00:00:00,2014-07-28 00:00:00
App_Store,Install_Weekly,Myapp,应用宝,Tencent,0700.HK,,,40.9788426502,41.5479162729,42.326953717,42.972510729
