Category,Index,Apps,Chinese,Owner,Stock Ticker,Major Strategic Investor,Strategic Investor Ticker,2014-07-01 00:00:00,2014-08-01 00:00:00
App_Store,Install_Monthly,Myapp,应用宝,Tencent,0700.HK,,,90.3265248258,101.5749536051372
